Edge Name,KO_pval,KO_median,wk3_pval,wk3_median,wk6_pval,wk6_median,meta_r,meta_p,meta_fdr
Rpl37a_T2<==>Rpl35_B1,0.0208151272535253,0.7857142857142857,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rpl37a_T2<==>Rps27_T2,0.0065300172547153,0.8571428571428571,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rpl37a_T2<==>Rps29_T6_2,0.0644889862427802,0.6785714285714286,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rpl37a_T2<==>Rps28_T2,0.0322788501029663,0.75,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rpl37a_T2<==>Rpl39_B2,0.0365527610528608,0.7380952380952381,0.0,1.0,0.0,1.0,inf,0.0,0.0
Ptgs2_M0<==>Il1b_M0,0.0065300172547153,0.8571428571428571,0.0,1.0,0.0,1.0,inf,0.0,0.0
Lpgat1_M7<==>Dbnl_M4,0.0660435616484202,-0.6785714285714286,0.0,-1.0,0.0,-1.0,-inf,0.0,0.0
Il1rn_M0<==>Eif4e_M0,0.0465282322841672,0.7142857142857143,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Sppl2a_M0<==>Actr2_M0,0.0936459642334688,0.6309523809523809,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Eif2s2_B3<==>Nars_B3,0.0936459642334688,0.6309523809523809,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Eif2s2_B5<==>Rpl17_B5,0.028683944153193,-0.7619047619047619,0.0,-1.0,0.0,-1.0,-inf,0.0,0.0
Rbm39_B3<==>Sh3glb1_B3,0.0936459642334688,0.6309523809523809,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rps21_T2<==>Rps29_T2,0.0070129302935945,0.8571428571428572,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rps21_T2<==>Rps28_T2,0.0149026676862301,0.8095238095238095,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rps27_B1<==>Rps27_T1,0.041540496668514,0.7261904761904763,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rps27_B3<==>Rps27_T1,0.0782732726668304,0.6547619047619048,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rps27_T2<==>Rpl6_B2,0.0465282322841672,0.7142857142857143,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rps27_T2<==>Rps28_T1,0.0208151272535253,0.7857142857142857,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rps20_B3<==>Rpl32_B3,0.0125391039048434,0.8214285714285714,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rps20_B3<==>Rpl18a_B3,0.0465282322841672,0.7142857142857143,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rps20_M1<==>Rps23_M1,0.015495333688491,0.8095238095238095,0.0,1.0,0.0,1.0,inf,0.0,0.0
Marcksl1_M1<==>Gapdh_B4,0.0798616778094186,0.6547619047619048,0.0,1.0,0.1,-0.8999999999999999,inf,0.0,0.0
Rpl11_B2<==>Rpl17_B2,0.0587579433025774,0.6904761904761905,0.0,1.0,0.0,1.0,inf,0.0,0.0
C1qb_M0<==>C1qc_M0,0.0005616841036436,0.9404761904761904,0.0,1.0,0.0,1.0,inf,0.0,0.0
C1qb_M0<==>C1qa_M0,0.0065300172547153,0.8571428571428571,0.0,1.0,0.0,1.0,inf,0.0,0.0
C1qb_M5<==>C1qc_M5,0.028351886203812,0.7738095238095238,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Capzb_M0<==>Cox7a2_M0,0.0782732726668304,0.6547619047619048,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rpl6_B1<==>Rps28_T2,0.0038503204637324,0.8809523809523809,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rpl6_B2<==>Rps29_T1,0.0982892017958787,0.6428571428571429,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rpl6_B2<==>Rps29_T2,0.0936459642334688,0.6309523809523809,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rpl6_B2<==>Rps28_T1,0.0863603458876261,0.6428571428571428,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rpl6_B2<==>Rpl39_B2,0.015495333688491,0.8095238095238095,0.0,1.0,0.0,1.0,inf,0.0,0.0
Tmsb10_T5<==>Rpl13_M3,0.0952587302298901,-0.6309523809523809,0.0,-1.0,0.1,-0.8999999999999999,-inf,0.0,0.0
Rpl28_B2<==>AY036118_M0,0.0644889862427802,-0.6785714285714286,0.0,-1.0,0.0,-1.0,-inf,0.0,0.0
Rps16_M4<==>Rps14_M4,0.0798616778094186,0.6547619047619048,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Rps11_B1<==>Rpl17_B1,0.0214538034196509,0.7857142857142857,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Txnrd1_M0<==>Cd14_M0,0.0372665857186195,0.7380952380952381,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rpl41_M5<==>Rpl39_M5,0.0936459642334688,0.6309523809523809,0.0,1.0,0.0,1.0,inf,0.0,0.0
Limd2_M3<==>Atp5md_M3,0.0244100332032985,-0.7738095238095237,0.0,-1.0,0.1,0.8999999999999999,-inf,0.0,0.0
Rps29_T1<==>Rps28_T1,0.0070129302935945,0.8571428571428572,0.0,1.0,0.0,1.0,inf,0.0,0.0
Rps29_T2<==>Rps28_T1,0.0029292979845809,0.8928571428571428,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Ighv8-5_B3<==>Ighv1-25_B3,0.0857977816025927,0.7074746235780194,0.0,1.0,0.0,1.0,inf,0.0,0.0
Tpt1_B3<==>Rps14_B3,0.0265291247694412,0.7857142857142857,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
Col14a1_O7<==>Igfbp6_O7,0.0280049391530718,0.7619047619047619,0.0,1.0,0.0,1.0,inf,0.0,0.0
Tspo_M0<==>Psmb8_M0,0.0494962967370297,0.7142857142857142,0.1,0.8999999999999999,0.0,1.0,inf,0.0,0.0
Rps2_B2<==>Rps2_T4,0.0307154499851986,0.7619047619047619,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
H2-D1_B3<==>H2-Q7_B3,0.0741306348692159,0.6666666666666667,0.0,1.0,0.0,1.0,inf,0.0,0.0
Gm42418_B2<==>Gm42418_T4,0.028683944153193,0.7619047619047619,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
mt-Co2_B3<==>mt-Atp6_B3,0.0125391039048434,0.8214285714285714,0.0,1.0,0.0,1.0,inf,0.0,0.0
mt-Co2_B4<==>mt-Co3_B4,0.0579903181645727,0.6904761904761905,0.0,1.0,0.1,0.8999999999999999,inf,0.0,0.0
