gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_IL10_KOnonTLS_median
Zfp28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Peg3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp954,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp773,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp418,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp772,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Clcn4,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Zik1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp551,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp606,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zscan18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp329,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp110,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zscan22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rps5,0.11526553941414623,0.6784313725490196,1.0,-0.021426199700797118,-0.0007525737921998462,0.02367229576377961,3.3621900416223776,3.3604081715952776
Rnf225,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp324,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp446,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trim28,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Zbtb45,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chmp2a,0.00047630388187663733,0.015860919266492024,0.2702706993728666,-0.36720172159476794,-0.25138974994274355,-0.12691884754188834,1.1154460636478927,0.938682811332108
Ube2m,0.0001720247930818143,0.0009361006688602737,0.02101953872444007,-29.100760538743312,-28.90538438642575,-28.41552104524389,0.5027912783978425,0.0
Zswim9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lig1,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Pla2g4c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Selenow,0.005493371437643883,0.05737874097007224,0.3063340477891553,-0.4233441088353904,-0.2706924786630853,-0.09346392128079144,0.9517003125451944,0.791707462404685
Nop53,0.06851077776539412,0.5713582599031516,1.0,-0.2965902572879426,-0.08053849956716799,0.16135297478499777,0.5944429743926585,0.5622405674451765
Ehd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bicra,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Napa,0.0007335473709934008,0.0333863238295691,0.4416039908528433,-28.785921722766403,-27.901249497152723,0.0,0.25067614851715225,0.0
Kptn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meis3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dhx34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C5ar2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C5ar1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Inafm1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc9,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bbc3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sae1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zc3h4,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Gm45509,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem160,0.038707628800508063,0.3837421608319441,0.9699293482575216,-0.26304680864485164,-0.1091325341676182,0.03624399960900941,1.0801671273577462,1.0002201929297807
Arhgap35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ap2s1,0.00030165912518853697,0.012399777724855125,0.13493688973565135,-0.40568075526342884,-0.2842601552852428,-0.15216887842788054,0.8347306623129284,0.6863529172245257
Slc1a5,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fkrp,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Strn4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prkd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9330104G04Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dact3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gng8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptgir,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Calm3,0.06909581646423751,0.5208065412399778,1.0,-0.13309143395961281,-0.02114784431511247,0.07315655360374552,1.0781088647159418,1.06294633587986
Pnmal2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm42372,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ppp5c,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm32772,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mill2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pglyrp1,0.0001720247930818143,0.002778685068188869,0.029867793297539916,-29.106814855121517,-28.302015121272554,0.0,0.33094474386873723,0.0
Ccdc61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mypop,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mypopos,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Irf2bp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Foxa3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sympk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dmwd,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dmpk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Six5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fbxo46,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Qpctl,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Snrpd2,0.0029641978248789403,0.11526553941414623,0.7920774787647853,-0.22066937685601834,-0.13393218281008024,-0.026148129074466484,1.173099380832525,1.0688346451002801
Eml2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gpr4,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Opa3,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vasp,0.00409621338413908,0.04734460585853775,0.34314519329999205,-0.2516195902708952,-0.12787047526998285,-0.028082772936488348,1.20884291473392,1.107922788572465
Ppm1n,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rtn2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm26802,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fosb,0.0010637453361911566,0.03142017940779551,0.3837421608319441,-0.47764813316200355,-0.27632011752290087,-0.08151351788188615,1.118962280571085,0.929790412381448
Ercc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd3eap,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Ppp1r13l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ercc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm26852,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Klc3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ckm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mark4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Exoc3l2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bloc1s3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trappc6a,0.0007335473709934008,0.009501095540355024,0.15137566002461356,-28.587046632535735,-26.443041924163126,0.0,0.09123233514196424,0.0
Ppp1r37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gemin7,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Zfp296,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Clasrp,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Relb,0.04734460585853775,0.34314519329999205,0.9108149361365617,0.012001883471585961,0.2944510089124823,0.5414498235963451,0.59640197869635,0.7349163551714025
Clptm1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Apoc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Apoc4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Apoc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Apoe,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Tomm40,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Nectin2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bcam,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cblc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bcl3,0.15351977021153562,0.7563611602870911,0.9242203280316527,0.0,0.0,0.0,0.0,0.0
Gm16174,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm19345,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm44659,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pvr,0.009501095540355024,0.08856750257537103,0.2615722360139493,-26.959041289615392,0.0,0.0,0.0,0.0
Igsf23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp180,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp112,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp235,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp94,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kcnn4,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smg9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Irgc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plaur,0.06772200655217833,0.40377667104618553,0.9699752804021031,-0.45859405313158946,-0.16072879045307387,0.15507503052243554,0.6693432396293315,0.5998806392291451
Cadm4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp428,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Irgq,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Xrcc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp575,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ethe1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phldb3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd177,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm9844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rps19,0.05737874097007224,0.4726680955783123,0.9699293482575216,-0.0053295855298295565,0.01902338656782287,0.0463874618353474,3.55471544189708,3.598926243807865
Cd79a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgef1,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Rabac1,0.027655652756673182,0.3713264582342768,0.970681114551083,-0.09990845845490505,0.18817751027673393,1.219530527767525,0.464980864540476,0.5303677907008133
Atp1a3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Grik5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp574,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pou2f2,0.2615722360139493,0.47495853988950676,1.0,0.0,0.0,0.0,0.0,0.0
D930028M14Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dedd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp526,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gsk3a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9130221H12Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Erf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cic,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Pafah1b3,0.029867793297539916,0.08856750257537103,1.0,0.0,0.0,0.0,0.0,0.0
Megf8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lipe,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ceacam2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dmac2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
B3gnt8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bckdha,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Exosc5,0.0001720247930818143,0.0024238779803224205,0.010222453583624358,-29.147255467079574,-28.912885777561257,-27.920669876899737,0.5054123978049387,0.0
Tmem91,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
B9d2,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Tgfb1,3.175359212510915e-05,0.00044521402364867436,0.004846012990672521,0.5864702628115456,0.8311432690267521,1.88246364849974,0.5158299074529995,0.9198964003890155
Ccdc97,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hnrnpul1,0.0001720247930818143,0.002778685068188869,0.04801397289426615,-29.05917633887766,-28.90410643331898,-27.773693582414577,0.5023460982608795,0.0
Axl,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyp2s1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Egln2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rab4b,3.5291394948257277e-05,0.0001720247930818143,0.002778685068188869,-28.961308327909574,-28.78246907878067,-28.081929056188805,0.46172835063837625,0.0
Snrpa,0.009501095540355024,0.08856750257537103,1.0,-26.841625581535634,0.0,0.0,0.0,0.0
BC024978,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Itpkc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Coq8b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Numbl,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ltbp4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Shkbp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sptbn4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Blvrb,0.009501095540355024,0.08856750257537103,0.2615722360139493,-27.441711666993566,0.0,0.0,0.0,0.0
Sertad3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sertad1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prx,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pld3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2310022A10Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Akt2,0.029867793297539916,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Gm38973,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map3k10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp626,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp607a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp974,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp780b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp850,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psmc4,0.00017629733673136413,0.004667322155326527,0.13879134634494789,-29.0502761533535,-28.844158883623933,-28.56446743018089,0.4819001070402905,0.0
Fcgbp,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fbl,0.027827346577046937,0.2974397791804603,0.969182212422568,-0.28724369535837396,-0.09634618017977337,0.08308131501529947,0.7090117498670514,0.6640023157240715
Dyrk1b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eid2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eid2b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Timm50,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Supt5,0.002778685068188869,0.029867793297539916,0.4198490637342591,-28.541094834929204,0.0,0.0,0.0,0.0
Rps16,0.012399777724855125,0.08249583234103358,0.34314519329999205,0.017842570567803705,0.036931225128930906,0.0527747979631442,3.6082151668582423,3.7030330209208966
Plekhg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp36,0.00298483765976026,0.015860919266492024,0.08249583234103358,0.16929745207025682,0.2440190211727547,0.30229488969678137,1.6550606868132824,1.9613352433992026
Med29,0.04435744275407414,0.4078373860045269,1.0,-28.209461249992195,0.7025175458302461,28.859886872887554,0.2260459786443575,0.4685594657098545
Paf1,0.12803324454997875,0.5078659413810841,0.9242203280316527,0.0,0.0,0.0,0.0,0.0
Samd4b,0.0007335473709934008,0.009501095540355024,0.08856750257537103,-28.71486693998888,-26.841625581535634,0.0,0.12026366336737475,0.0
Gmfg,1.5876796062554575e-05,0.00409621338413908,0.05737874097007224,-0.33068686964175836,-0.2475725216872659,-0.1711386698994083,1.63487618696563,1.3801575650914049
Lrfn1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sycn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nccrp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pak4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fbxo27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fbxo17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrps12,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Sars2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nfkbib,0.1425303019847767,0.6712057066317096,1.0,-0.2171172580536838,-0.007881512802432981,0.3137418444964429,0.6186534699268991,0.6112002240223309
Sirt2,0.002778685068188869,0.009501095540355024,0.08856750257537103,-28.509894881612983,-26.513443312601897,0.0,0.09579475276441425,0.0
Rinl,0.2615722360139493,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Hnrnpl,0.0005026588905531466,0.00806183821931344,0.12020644257720799,-29.262718978939557,-2.5034129672685763,-0.2586085344295621,0.5939338813740005,0.09595853031372376
Ech1,0.009501095540355024,0.029867793297539916,0.2615722360139493,-27.216737626127703,0.0,0.0,0.0,0.0
Lgals4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lgals7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Capn12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Actn4,0.002778685068188869,0.029867793297539916,0.3519631185845171,-28.563408222904478,0.0,0.0,0.0,0.0
Gm44699,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eif3k,0.012399777724855125,0.23797729618163055,0.9116011748829073,-0.12112339180494239,-0.06062739603138666,0.011628920854420247,1.5131347555215076,1.4495702955983738
Map4k1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ryr1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm38979,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rasgrp4,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam98c,0.9815393059003498,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1110035H17Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Spred3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psmd8,0.00030165912518853697,0.03142017940779551,0.23797729618163055,-0.46002290497491033,-0.332428888468026,-0.18168966416641735,1.0501751123136915,0.8360722525312779
Kcnk6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yif1b,0.029867793297539916,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
2200002D01Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Spint2,0.0006254704035422847,0.007693679914067376,0.06747896742190916,-29.154252555757097,-28.903760154317197,-28.312635555867896,0.502225538456921,0.0
Ppp1r14a,0.0007335473709934008,0.01968444441894747,0.08856750257537103,-28.832743119010463,-13.313031048775262,0.0,0.05178611815954037,0.0
Dpf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sipa1l3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp84,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp790,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp940,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp420,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp383,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp74,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp568,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp82,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp566,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp260,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp382,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp146,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox7a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Capns1,0.11526553941414623,0.6784313725490196,1.0,-0.1735166537808065,-0.03376328501623996,0.18456664455742489,0.7587336339579089,0.7427670940399396
Gm26810,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tbcb,0.04878748483231175,0.2968939270753236,0.9075260842504204,-1.1219251360114397,-0.11684654240327452,0.07579388877378448,0.5790193624055995,0.5346705790137808
Polr2i,0.029867793297539916,0.08856750257537103,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Wdr62,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Thap8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Clip3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alkbh6,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Syne4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sdhaf1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
E130208F15Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lrfn3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tyrobp,1.5876796062554575e-05,6.35071842502183e-05,0.00409621338413908,-0.24806934440487627,-0.20122336580318467,-0.16198472788744372,2.90934061667871,2.5295898438607836
Hcst,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Nfkbid,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aplp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nphs1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgap33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Proser3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hspb6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lin37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psenen,0.00030165912518853697,0.0073033261887751055,0.11526553941414623,-0.5196989133066173,-0.38983368732030554,-0.2409460293317883,0.9191209120481607,0.7040693787842883
U2af1l4,0.2615722360139493,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Igflr1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kmt2b,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Zbtb32,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Upk1a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox6b1,0.00030165912518853697,0.015860919266492024,0.2702706993728666,-0.15985310088939725,-0.0969542461965807,-0.03565612167916717,1.82811636661413,1.712174932095495
Rbm42,0.002778685068188869,0.029867793297539916,0.2615722360139493,-27.895039180875454,0.0,0.0,0.0,0.0
Haus5,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem147,0.0001720247930818143,0.002778685068188869,0.029867793297539916,-28.876606325839603,-28.598487895360446,-25.850607229787453,0.4064458429846285,0.0
Tmem147os,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sbsn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dmkn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ffar2,0.0007335473709934008,0.009501095540355024,0.08856750257537103,-28.878913733826618,-26.95348855280571,0.0,0.12995965173004176,0.0
Cd22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mag,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Usf2,0.0001720247930818143,0.002778685068188869,0.029867793297539916,-28.75180143737305,-28.177472471779126,0.0,0.30357388919710276,0.0
Gm4673,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lsr,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam187b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fxyd5,0.00011113757243788204,0.00409621338413908,0.08249583234103358,-0.4341587468151686,-0.31899216056673513,-0.19378295348932045,1.625934490641579,1.30206509393095
Fxyd7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fxyd1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lgi4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fxyd3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hpn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Scn1b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gramd1a,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
