gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk6_median,median_IL10_KOnonTLS_median
Xkr4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm19938,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sox17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl15,0.009501095540355024,0.029867793297539916,0.2615722360139493,-27.063041594862653,0.0,0.0,0.0,0.0
Lypla1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Tcea1,0.00047630388187663733,0.02524410573946178,0.2702706993728666,-0.34637869574268115,-0.20975836625219696,-0.08957274267441419,0.6895130280610691,0.598129826746307
Rgs20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atp6v1h,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Rb1cc1,0.002778685068188869,0.06067621353514402,0.7047863615037296,-28.059895648301616,0.0,0.0,0.0,0.0
4732440D04Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
St18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pcmtd1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Gm26901,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sntg1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rrs1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2610203C22Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mybl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vcpip1,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Sgk3,0.002778685068188869,0.009501095540355024,0.029867793297539916,-28.747279304748172,-27.24965501925292,0.0,0.1595745136884705,0.0
Mcmdc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Snhg6,0.002778685068188869,0.029867793297539916,0.2615722360139493,-27.853843492385675,0.0,0.0,0.0,0.0
Tcf24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cops5,0.029867793297539916,0.08856750257537103,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Cspp1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arfgef1,0.029867793297539916,0.08856750257537103,1.0,0.0,0.0,0.0,0.0,0.0
Prex2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sulf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slco5a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ncoa2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tram1,0.0027098492946278116,0.06744597616253692,0.7395014282121282,-28.885375564400253,-27.75481260145544,0.0,0.22648065644987375,0.0
Lactb2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eya1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm9947,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Msc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trpa1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Terf1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sbspon,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl7,0.04734460585853775,0.3053901722632373,0.910105580693816,-0.04395879198993502,-0.014428051033937583,0.005331422960058281,3.01242499902681,2.984084652474019
Rdh10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stau2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ube2w,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eloc,0.00409621338413908,0.18134476462649837,0.910105580693816,0.03226807764112669,0.18359506109024132,0.32685017835236563,0.6643077559715433,0.755837034979117
D030040B21Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem70,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ly96,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jph1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pi15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il17a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il17f,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mcm3,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Paqr8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Efhc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tram2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem14a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gsta3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm29107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,0.0007335473709934008,0.009501095540355024,0.0978412151825437,-28.989721586377154,-27.906471751171413,0.0,0.2515851879728315,0.0
B3gat2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smap1,0.0021592442645074223,0.038707628800508063,0.3348776756537789,-0.4804302347385028,-0.2564322112418985,-0.0996145248779716,0.6936552086832006,0.5838748346193807
Sdhaf4,0.029867793297539916,0.08856750257537103,0.28003293011358377,0.0,0.0,0.0,0.0,0.0
Fam135a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lmbrd1,0.029867793297539916,0.08856750257537103,0.4198490637342591,0.0,0.0,0.0,0.0,0.0
Phf3,0.0021358168527197555,0.03319700600982767,0.43428913020985993,-1.4470276271723423,-0.2813740148300672,-0.0768970840149102,0.6212157334526477,0.5116936461250121
Ptp4a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptp4a1.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prim2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rab23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bag2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp451,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Bend6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dst,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm37233,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Imp4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptpn18,0.00019052155275065493,0.0073033261887751055,0.05737874097007224,-0.5424202707646358,-0.43738454189276543,-0.3095917970126344,1.4418860313325625,1.0626842881124974
Gm28417,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm38336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam168b,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Plekhb2,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,0.2615722360139493,0.7670968684102772,1.0,0.0,0.0,0.0,0.0,0.0
Uggt1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Neurl3,0.020131777407319206,0.30971924731797573,0.969182212422568,-0.45015114890997304,-0.16389885648954283,0.09560368484813511,0.6910022135361564,0.6211487190980249
Arid5a,0.029867793297539916,0.08856750257537103,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
4930403P22Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kansl3,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lman2l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnnm4,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnnm3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankrd23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankrd39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sema4c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D430040D24Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam178b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox5b,0.0010637453361911566,0.020131777407319206,0.23797729618163055,-0.1891111842610571,-0.1295739659112638,-0.05894104899963737,1.6869373814716448,1.5416616252116038
Actr1b,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zap70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem131,1.5876796062554575e-05,1.5876796062554575e-05,6.35071842502183e-05,0.5019683303560133,0.6615781895196424,0.8417886042886498,0.7568460453481001,1.1976773886471337
Gm38115,0.12233417091613663,0.7670968684102772,0.9595657057843286,0.0,0.0,0.0,0.0,0.0
Vwa3b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Inpp4a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Coa5,0.009501095540355024,0.08856750257537103,0.2615722360139493,-26.797272691452925,0.0,0.0,0.0,0.0
Unc50,0.009501095540355024,0.08856750257537103,1.0,-26.194410106655596,0.0,0.0,0.0,0.0
Mgat4a,0.029867793297539916,0.40590385291506403,1.0,-27.576960098665083,0.0,0.0,0.0,0.0
2010300C02Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tsga10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lipt1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mitd1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl30,0.04734460585853775,0.5890143815020004,1.0,-0.24924019759779958,-0.021426101180801526,0.1431870224998294,0.6219002398209701,0.6126529559930312
Txndc9,0.16353270214527704,0.6951599860537352,1.0,-28.46504688432571,0.0,28.566259403680853,0.0923088256431435,0.0
Eif5b,0.18134476462649837,0.6784313725490196,1.0,-0.16948924181931538,-0.02911047135600468,0.1147131203144459,0.964913046320735,0.9427498542428463
Rev1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aff3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm16152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lonrf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chst10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pdcl3,0.010001295065908728,0.16353270214527704,0.9349954717476477,-28.97922595769368,-28.18017733068921,0.0,0.30562059991660123,0.0
Npas2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl31,0.0021592442645074223,0.06909581646423751,0.4726680955783123,-0.12102435440352477,-0.07973024412023583,-0.02507253755505972,2.445949231397722,2.3140084124305114
Tbc1d8,0.02985246260476159,0.1853939469443623,0.9595657057843286,-27.000691119142154,0.0,0.0,0.0,0.0
Cnot11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm15832,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rnf149,0.009501095540355024,0.07598867855418287,0.4198490637342591,-28.303354143030248,0.0,0.0,0.0,0.0
Creg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map4k4,3.175359212510915e-05,0.0015241724220052392,0.020131777407319206,0.2247257371312244,0.3343956994459046,0.46728766888705653,1.2987500235320226,1.63479456630013
Il1r2,3.175359212510915e-05,0.0010637453361911566,0.03142017940779551,0.23954144335600638,0.37550946059883583,0.5023831778087297,1.72277481329803,2.2343116426968375
Gm16894,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il1r1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il1rl2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il1rl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il18r1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il18rap,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc9a4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc9a2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem182,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrps9,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
